protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
NCT01805414,Breakfast Nutrition and Inpatient Glycemia,COMPLETED,Duke University,OTHER,"Diabetes, Type 1",INTERVENTIONAL,ALL,ADULT,Durham,United States,False,Modified Carbohydrate Breakfast,18,1,9,2012,6,3,2013
NCT04741685,Clinical Efectivity of Two Different Sensor-augmented Pumps With Low Predictive Suspension Function,COMPLETED,Castilla-La Mancha Health Service,OTHER,Type 1 Diabetes,OBSERVATIONAL,ALL,ADULT,Tenerife,Spain,False,TTSX2,18,15,2,2021,5,2,2021
NCT02721602,Families Preventing Diabetes Together,COMPLETED,University of Minnesota,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,CHILD,Minneapolis,United States,False,Families Preventing Diabetes Together,2,1,2,2016,29,3,2016
NCT04429503,Study of a High-Dose Aflibercept in Participants With Diabetic Eye Disease,COMPLETED,Regeneron Pharmaceuticals,INDUSTRY,Diabetic Macular Edema,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,aflibercept,18,29,6,2020,12,6,2020
NCT05683392,"Use of Control-IQ Technology 2.0 in Adults, Children, and Preschoolers With Type 1 Diabetes",COMPLETED,"Tandem Diabetes Care, Inc.",INDUSTRY,Type 1 Diabetes,INTERVENTIONAL,ALL,CHILD,Aurora,United States,False,t:slim X2 insulin pump with Control-IQ technology 2.0,2,1,2,2023,13,1,2023
NCT00119041,Diabetes Telemedicine Consultation: A Systems Improvement Intervention,COMPLETED,US Department of Veterans Affairs,FED,Diabetes Mellitus Type 2,INTERVENTIONAL,ALL,ADULT,Ann Arbor,United States,True,The Diabetes Treatment Satisfaction Questionnaire,18,1,9,2005,12,7,2005
NCT03460899,Impact of Hypoglycaemia in Patients With Diabetes Mellitus Type 2 on Platelet Activation,COMPLETED,Medical University of Graz,OTHER,Diabetes Mellitus With Hypoglycemia,INTERVENTIONAL,ALL,ADULT,Graz,Austria,True,Euglycaemic Clamp,18,12,2,2018,9,3,2018
NCT04484259,Ticagrelor With and Without Aspirin in Patients With Diabetes Mellitus,COMPLETED,University of Florida,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Jacksonville,United States,False,Ticagrelor monotherapy,18,31,3,2021,23,7,2020
NCT02145611,Vildagliptin vs. Glibenclamide in Endothelial Function in Type 2 Diabetes and Hypertension,COMPLETED,Dr. José Fernando Vilela-Martin MD PhD,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,São José do Rio Preto,Brazil,False,Glibenclamide,35,1,7,2013,23,5,2014
NCT00846300,A Brief Intervention to Improve Medication Knowledge and Adherence Among Family Medicine Patients in South Texas,COMPLETED,The University of Texas Health Science Center at San Antonio,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Corpus Christi,United States,False,Physician counseling for health behavior change,18,1,8,2001,18,2,2009
NCT05806723,Effects of High Intensity Statin Therapy on Steroid Hormones and Vitamin D in Type 2 Diabetic Men,COMPLETED,Hopital La Rabta,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Tunis,Tunisia,False,Atorvastatin 40 Mg Oral Tablet,40,1,3,2021,10,4,2023
NCT04522882,Clinical Data Collection for the Closed Loop Development for the Type 2 Diabetes Treatment - DT2_1,COMPLETED,Diabeloop,INDUSTRY,Type 2 Diabetes Treated With Insulin,INTERVENTIONAL,ALL,ADULT,Meylan,France,False,Actimetry,40,9,9,2020,21,8,2020
NCT01755572,Blood Pressure Outcomes With Liraglutide Therapy,COMPLETED,"Mount Sinai Hospital, Canada",OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Toronto,Canada,False,Liraglutide,30,1,1,2013,24,12,2012
NCT01714505,Early Feasibility Study 2 of Outpatient Control-to-Range - Testing System Efficacy,COMPLETED,University of Virginia,OTHER,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Santa Barbara,United States,True,Diabetes Assistant (DiAs),21,1,10,2012,26,10,2012
NCT00943059,Cross-over Study on Effect of Lipid Lowering by Acipimox on Cardiac and Skeletal Muscle Mitochondrial Function,COMPLETED,Maastricht University Medical Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Maastricht,Netherlands,False,Acipimox,40,1,3,2010,21,7,2009
NCT04560998,A Research Study to Compare a Medicine Called Semaglutide Against Placebo in People With Peripheral Arterial Disease and Type 2 Diabetes,COMPLETED,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Los Angeles,United States,False,Semaglutide,18,1,10,2020,23,9,2020
NCT01425580,Liraglutide and Heart Failure in Type 2 Diabetes,COMPLETED,Thomas Nystrom,OTHER,Congestive Heart Failure,INTERVENTIONAL,ALL,ADULT,Stockholm,Sweden,False,liraglutide,18,1,1,2012,30,8,2011
NCT00865124,Role of Mineralocorticoid Receptor in Diabetic Cardiovascular Disease,COMPLETED,Brigham and Women's Hospital,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Boston,United States,True,Spironolactone,18,1,9,2008,19,3,2009
NCT00253786,Study for the Effectiveness of Intensive Therapy Aiming at a Remission of Diabetic Nephropathy,COMPLETED,Okayama University,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Okayama,Japan,False,Intensive multifactorial therapy,20,11,11,2005,15,11,2005
NCT00191282,Hyperglycemia and Cardiovascular Outcomes With Type 2 Diabetes,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Toronto,Canada,True,Insulin lispro,30,1,10,2002,19,9,2005
NCT02423434,Evaluation of Corneal Confocal Microscopy for the Identification and Prediction of Neuropathy in Type 1 Diabetes,COMPLETED,"Samuel Lunenfeld Research Institute, Mount Sinai Hospital",OTHER,Diabetic Polyneuropathy,OBSERVATIONAL,ALL,ADULT,Ann Arbor,United States,False,Exposure: Corneal nerve fibre morphology by the CCM Procedure,18,1,9,2014,22,4,2015
NCT01068860,To Compare the Effect of a Subcutaneous Canakinumab Administration to Placebo in Patients With Impaired Glucose Tolerance or Patients With Type 2 Diabetes With Differing Baseline Diabetes Therapies,COMPLETED,Novartis,INDUSTRY,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Los Angeles,United States,True,Canakinumab 150 mg,18,1,2,2010,15,2,2010
NCT01801254,Using EEG Operant Conditioning to Improve Trait Self-Control and Promote Healthy Behavior,COMPLETED,University of Rochester,OTHER,Obesity,INTERVENTIONAL,ALL,ADULT,Rochester,United States,False,STRIDES,18,1,2,2013,28,2,2013
NCT00968708,Cardiovascular Outcomes Study of Alogliptin in Patients With Type 2 Diabetes and Acute Coronary Syndrome,COMPLETED,Takeda,INDUSTRY,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,Alogliptin,18,1,9,2009,31,8,2009
NCT03362762,"Characteristics of Type 2 Diabetes Patients, Treated With Insulin and Their Follow up Care in Guadeloupe",COMPLETED,Centre Hospitalier Universitaire de Pointe-a-Pitre,OTHER,Type 2 Diabetes Treated With Insulin,OBSERVATIONAL,ALL,ADULT,Pointe-à-Pitre,Guadeloupe,False,Description of plans insuliniques used in Guadeloupe in the type 2 diabetes and the characteristics of the handled patients:,18,16,12,2013,5,12,2017
NCT01954771,SMBG Protocols Predicting Glucose Levels in Senior Diabetes Mellitus With CAD,COMPLETED,Beijing Anzhen Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,OLDER_ADULT,Beijing,China,True,SMBG,65,1,6,2013,7,10,2013
NCT03352674,Immunogenicity Study of Insulin Glargine Ezelin vs Lantus in Type 2 Diabetes Mellitus Patients,COMPLETED,Indonesia University,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Jakarta Pusat,Indonesia,False,Insulin Glargine Ezelin,18,1,9,2016,24,11,2017
NCT00225277,Efficacy Study of Pioglitazone Compared to Glimepiride on Coronary Atherosclerotic Disease Progression in Subjects With Type 2 Diabetes Mellitus,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,True,Pioglitazone,35,1,7,2003,23,9,2005
NCT05887999,A Study of LY3532226 in Participants With Type 1 Diabetes Mellitus,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,False,LY3532226,18,12,6,2023,5,6,2023
NCT05232071,"Placebo-controlled, Proof-of-concept Study to Evaluate the Safety and Efficacy of Lanifibranor Alone and in Combination With SGLT2 Inhibitor EmpaGliflozin in patiEnts With NASH and Type 2 Diabetes Mellitus",COMPLETED,Inventiva Pharma,INDUSTRY,NASH - Nonalcoholic Steatohepatitis,INTERVENTIONAL,ALL,ADULT,Homewood,United States,False,IVA337,18,29,6,2022,9,2,2022
NCT03526289,GIP/GLP-1 Co-Activity in Subjects With Overweight and Type 2 Diabetes: Lowering of Food Intake,COMPLETED,"University Hospital, Gentofte, Copenhagen",OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,MALE,ADULT,Hellerup,Denmark,False,GIP1-42 infusion,18,8,11,2017,16,5,2018
NCT03369626,Effectiveness of a Digital Therapeutic on Type 2 Diabetes,COMPLETED,FareWell,INDUSTRY,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,San Francisco,United States,False,FareWell Program,18,26,7,2017,12,12,2017
NCT05725889,Detection of Visual-Auditory Reaction Rates in Individuals With Type 2 Diabetes,COMPLETED,Baskent University,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Ankara,Turkey,False,recation time test,18,15,7,2021,13,2,2023
NCT00379379,Study of Improving Insulin Sensitivity by Electroacupuncture Therapy,COMPLETED,China Medical University Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Taichung,Taiwan,False,electroacupuncture,30,1,1,2005,21,9,2006
NCT04484480,Balance and Motion Coordination Parameters Can be Improved in Patients With Type 2 Diabetes,COMPLETED,Medical University of Warsaw,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,OLDER_ADULT,Warsaw,Poland,False,Balance training,65,1,1,2020,23,7,2020
NCT00400036,Dietary Fish Protein in Subjects With Insulin Resistance,COMPLETED,Laval University,OTHER,Insulin Resistance,INTERVENTIONAL,ALL,ADULT,Quebec city,Canada,False,Cod protein NCEP-diet,35,1,2,2004,16,11,2006
NCT06329674,Efficacy and Safety of AJU-A51 in Type 2 Diabetes Mellitus Patients,COMPLETED,"AJU Pharm Co., Ltd.",INDUSTRY,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Seoul,"Korea, Republic of",False,AJU-A51,19,27,4,2021,26,3,2024
NCT01325987,"African American Children, Glycemic Control, and Type 2 Diabetes",COMPLETED,University of Alabama at Birmingham,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,CHILD,Birmingham,United States,False,Vitamin D2,12,1,3,2011,30,3,2011
NCT01850810,Evaluation of a Nutritional Product for People With Type 2 Diabetes,COMPLETED,Abbott Nutrition,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Chicago,United States,False,Experimental Study Product,18,1,5,2013,10,5,2013
NCT04183868,Effects of empagliFlozin on myocardIal metabOlic Rate of glucosE Estimated Through 18FDG PET (FIORE Study),COMPLETED,University of Catanzaro,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Catanzaro,Italy,False,Empagliflozin 10 MG,45,1,4,2016,3,12,2019
NCT01727817,Early Feasibility Study 2 of Outpatient Control-to-Range - Testing System Efficacy (Italy),COMPLETED,University of Virginia,OTHER,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Padova,Italy,False,Diabetes Assistant (DiAs),21,1,1,2013,16,11,2012
NCT02122874,Percutaneous Electric Neurostimulation of Dermatome T7 Improves Glycemic Profile in Obese and Typo 2 Diabetic Patients,COMPLETED,Hospital General Universitario Elche,OTHER,Diabetes Mellitus Type 2 in Obese,INTERVENTIONAL,ALL,ADULT,Elche,Spain,False,Percutaneous Neurostimulation (PENS) of dermatome T7,18,1,1,2013,25,4,2014
NCT01770483,"The Role Of Nitazoxanide, Interferon Alfa And Ribavirin In Treatment Of Hepatitis C Infected Type 2 Diabetic Patients",COMPLETED,"Services Institute of Medical Sciences, Pakistan",OTHER_GOV,"Hepatitis C, Chronic",INTERVENTIONAL,ALL,ADULT,Lahore,Pakistan,True,nitazoxanide,35,1,7,2011,17,1,2013
NCT03921242,Comparative Effectiveness of Metformin for Type 2 Diabetes With Chronic Kidney Disease,COMPLETED,Weill Medical College of Cornell University,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,ADULT,Chapel Hill,United States,False,Metformin,18,1,8,2019,19,4,2019
NCT02210871,"Investigating the Pharmacokinetics, Safety and Tolerability After a Single Subcutaneous Injection of Semaglutide in Subjects With Mild, Moderate or Severe Hepatic Impairment Compared to Subjects With Normal Hepatic Function",COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Warszawa,Poland,False,semaglutide,18,7,8,2014,7,8,2014
NCT05232812,Validation of 3-[11C]-OHB,COMPLETED,University of Aarhus,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Aarhus N,Denmark,False,3-[11C]-OHB,50,1,6,2022,10,2,2022
NCT03814694,Cut Down on Carbohydrate Usage in the Diet of Type 2 Diabetes. The Hypo-energetic Study,COMPLETED,Bispebjerg Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Copenhagen,Denmark,False,CRHP Diet,18,29,1,2019,24,1,2019
NCT01742741,Early Feasibility Study 2 of Outpatient Control-to-Range - Testing System Efficacy (France),COMPLETED,University of Virginia,OTHER,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Montpellier,France,False,Diabetes Assistant (DiAs),21,1,5,2013,5,12,2012
NCT04304963,"Hypo-METRICS: Hypoglycaemia - Measurement, ThResholds and ImpaCtS",COMPLETED,King's College London,OTHER,"Diabetes Mellitus, Type 1",OBSERVATIONAL,ALL,ADULT,London,United Kingdom,False,NO intervention - observational study,18,1,10,2020,12,3,2020
NCT03077360,Skeletal Muscle Diacylglycerol and Sphingolipids - Impact of Localization and Species on Insulin Resistance in Humans,COMPLETED,"University of Colorado, Denver",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Aurora,United States,True,Lifestyle,30,1,2,2017,10,3,2017
NCT01951547,The Periodontal Disease and Diabetes Mellitus Interrelationship Among Adult Malaysians,COMPLETED,University of Malaya,OTHER,Chronic Periodontitis,INTERVENTIONAL,ALL,ADULT,Kuala Lumpur,Malaysia,False,Nonsurgical periodontal therapy,30,1,1,2010,26,9,2013
NCT05662475,"Effect of Periodontal Treatment on Visfatin, fetuin-a and Sirtuin 1 of Patients With Periodontitis and Type 2 Diabetes",COMPLETED,Ondokuz Mayıs University,OTHER,Periodontal Diseases,INTERVENTIONAL,ALL,ADULT,Samsun,Turkey,False,GCF (gingival crevicular fluid) collection,31,15,11,2021,22,12,2022
NCT03248206,Home-based Proprioceptive Neuromuscular Facilitation for Subjects With Type 2 Diabetes Mellitus,COMPLETED,National Cheng-Kung University Hospital,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Tainan,Taiwan,False,lifestyle changes,20,23,8,2017,14,8,2017
NCT05287906,A Trial to Assess Steviol Glycosides on Acute Appetite Hormone Release,COMPLETED,Midwest Center for Metabolic and Cardiovascular Research,OTHER,Overweight and Obesity,INTERVENTIONAL,ALL,ADULT,Miami Gardens,United States,False,Water,18,15,4,2022,18,3,2022
NCT03650088,Adaptation of a Digital Weight Loss Intervention Promoting Self-regulation for Use in Type 2 Diabetes,COMPLETED,"University of North Carolina, Chapel Hill",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Chapel Hill,United States,True,Behavioral weight loss with digital tools,18,20,10,2019,28,8,2018
NCT03380325,The Effect of Iloprost on Capillary Recruitment and Insulin Sensitivity in Type 2 Diabetes,COMPLETED,"Amsterdam UMC, location VUmc",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Amsterdam,Netherlands,False,Iloprost infusion,18,11,5,2016,21,12,2017
NCT00569998,Comparison of Two Pen Systems in Patients With Diabetes Treated With Insulin,COMPLETED,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,CHILD,Wien,Austria,False,NovoPen™ 4,9,1,8,2003,10,12,2007
NCT00118560,Exercise Training for Patients With Poor Leg Circulation,COMPLETED,US Department of Veterans Affairs,FED,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,West Los Angeles,United States,False,Physical exercise,18,1,6,2005,11,7,2005
NCT00286442,Efficacy and Safety of Alogliptin Combined With Metformin in Participants With Type 2 Diabetes Mellitus,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Phoenix,United States,True,Alogliptin and metformin,18,1,3,2006,3,2,2006
NCT00672919,Pioglitazone Study of Triglyceride Changes in Subjects With Type 2 Diabetes After Conversion From Rosiglitazone.,COMPLETED,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,"Birmingham,",United States,False,Pioglitazone,18,1,11,2003,6,5,2008
NCT05481034,Simplified Meal Approach Using Hybrid Closed-loop Insulin Delivery in Youth and Young Adults With Type 1 Diabetes,COMPLETED,Lia Bally,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,CHILD,Bern,Switzerland,False,SMA bolus option,12,11,1,2023,29,7,2022
NCT00707447,Evaluation of a Primary Type 2 Diabetes Prevention Programme,COMPLETED,Forschungsinstitut der Diabetes Akademie Mergentheim,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Bad Mergentheim,Germany,True,PREDIAS,20,1,4,2004,30,6,2008
NCT04126551,Mitochondrial Methylation in Type 2 Diabetes,COMPLETED,University of Arizona,OTHER,Overweight,OBSERVATIONAL,ALL,ADULT,Tucson,United States,False,Methylation status,21,23,7,2019,15,10,2019
NCT03726762,Effects of Replacing Diet Beverages With Water on Weight Maintenance of Type 2 Diabetic Obese Women: 18 Months Follow up,COMPLETED,Novindiet Clinic,OTHER,Type 2 Diabetes,INTERVENTIONAL,FEMALE,ADULT,Tehran,"Iran, Islamic Republic of",False,DBs at the end of the main meal + weight control program,18,1,4,2015,31,10,2018
NCT03561571,Triglyceride Rich Lipoproteins and Platelet Activation in Type 2 Diabetes,COMPLETED,Hospices Civils de Lyon,OTHER,Type2 Diabetes,INTERVENTIONAL,FEMALE,ADULT,Bron,France,False,butter based breakfast,50,15,10,2018,19,6,2018
NCT01806727,Lifestyle Intervention for Treatment of Diabetes,COMPLETED,Wake Forest University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Winston-Salem,United States,False,Community Lifestyle Weight Loss (LWL),21,1,4,2013,7,3,2013
NCT04838405,A Study of CT-388 in Otherwise Healthy Overweight and Obese Adults and Patients With Type 2 Diabetes Mellitus,COMPLETED,"Carmot Therapeutics, Inc.",INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Perth,Australia,False,CT-388,18,29,7,2021,9,4,2021
NCT04112875,"Effect of L-arginine on Microcirculation, Myogenesis and Angiogenesis Associated With Aging, Sarcopenia and Diabetes",COMPLETED,Rio de Janeiro State University,OTHER,Aging,INTERVENTIONAL,FEMALE,ADULT,Rio de Janeiro,Brazil,False,L-arginine,20,1,4,2016,2,10,2019
NCT04159922,"Study of the Psychological Profile of Type 2 Diabetic Patients With Foot Wounds, Compared to Diabetic Patients Without Foot Wounds",COMPLETED,Centre Hospitalier Universitaire Dijon,OTHER,Type 2 Diabetes,OBSERVATIONAL,ALL,ADULT,Dijon,France,False,questionnaire,18,3,12,2019,12,11,2019
NCT03770052,Glucose-Lowering Effects and Safety of Adding 0.25 or 0.5 mg Duvie,COMPLETED,Pusan National University Hospital,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Busan,"Korea, Republic of",False,duvie,19,24,10,2018,10,12,2018
NCT03039075,Metformin SR Tablet (DuLeNing) and Glucophage in Patients With Type 2 Diabetes,COMPLETED,Chongqing Medical University,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Chongqing,China,False,Metformin SR Tablet,18,1,11,2016,1,2,2017
NCT02707380,The Effectiveness of Resistance Training on Glycemic Control for Patients With Type 2 Diabetes in Cardiac Rehabilitation,COMPLETED,NYU Langone Health,OTHER,Type 2 Diabetes (T2DM),INTERVENTIONAL,ALL,ADULT,New York,United States,False,Resistance Training,18,1,3,2015,14,3,2016
NCT05979519,Fresh Carts for Mom's to Improve Food Security and Glucose Management,COMPLETED,Alison Gustafson,OTHER,Gestational Diabetes Mellitus in Pregnancy,INTERVENTIONAL,FEMALE,ADULT,Lexington,United States,False,Fresh Funds for Mom's,18,26,9,2023,7,8,2023
NCT06553248,"A Trial Investigating the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of GZR4 in Subjects With Type 2 Diabetes",COMPLETED,"Gan and Lee Pharmaceuticals, USA",INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,False,GZR4,18,22,3,2023,14,8,2024
NCT01049412,A Study for Patients With Type 1 Diabetes,COMPLETED,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,True,LY2605541,18,1,1,2010,14,1,2010
NCT04238702,Renohemodynamic Effects of Combined empagliflOzin and LosARtan,COMPLETED,"Amsterdam UMC, location VUmc",OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Amsterdam,Netherlands,False,Empagliflozin 10 MG,35,4,11,2020,23,1,2020
