Title,Sponsor,Sponsor_Class,Conditions,Study_Type,Sex,Age_Category,City,Country,Results,Interventions,min_age,start_date_day,start_date_month,start_date_year,first_post_date_day,first_post_date_month,first_post_year
A Clinical Trial to Study the Effect of Lycopene in Patients With Gum Disease and type2 Diabetes Mellitus,Panineeya Mahavidyalaya Institute of Dental Sciences & Research Centre,OTHER,Positive Regulation of Oxidative Stress Process,INTERVENTIONAL,ALL,ADULT,Hyderabad,India,Passed,"Lycored soft gels Jagsonpal Pharma, Systemic 8mgms/day",35,1,1,2013,13,10,2014
Comparison of Closed-loop Operation After Morning Meal With and Without Carbohydrate Counting,Institut de Recherches Cliniques de Montreal,OTHER,Type-1 Diabetes,INTERVENTIONAL,ALL,ADULT,Montreal,Canada,Passed,Dual Hormone closed-loop system,18,1,1,2012,26,1,2012
A Study to Evaluate the Safety and Tolerability of ABT-614 and Its Effect on Kidney Function in Subjects With Type 2 Diabetes and Chronic Kidney Disease With Protein in Their Urine.,Abbott,INDUSTRY,"Type 2 Diabetics, Chronic Kidney Disease, Protein in Urine",INTERVENTIONAL,ALL,ADULT,Miami,United States,Passed,ABT-614,19,1,11,2011,3,11,2011
SweetMama: Testing of a Novel Technology for Diabetes Education and Support to Pregnant Women,Northwestern University,OTHER,Diabetes Mellitus in Pregnancy,INTERVENTIONAL,FEMALE,ADULT,Chicago,United States,Failed,SweetMama Focus Groups,18,2,8,2017,7,8,2017
Clinical Study on the Effect of a Synbiotic on Body Fat Mass,Slimbiotics,INDUSTRY,Type 2 Diabetes,INTERVENTIONAL,ALL,ADULT,Vienna,Austria,Passed,synbiotic,18,13,5,2020,15,2,2021
Dietetic Intervention With Soluble Fiber in Type 2 Diabetes Mellitus (DM) Patients With Metabolic Syndrome (MS),Hospital de Clinicas de Porto Alegre,OTHER,Metabolic Syndrome,INTERVENTIONAL,ALL,ADULT,Porto Alegre,Brazil,Passed,guar gum,40,1,6,2007,19,2,2010
Automated Closed-loop in Children and Adolescents With Type 1 Diabetes,University of Cambridge,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,CHILD,Cambridge,United Kingdom,Passed,Closed-loop (Android Closed-Loop platform),6,1,4,2014,2,5,2014
Adjunctive Metformin Therapy in Double Diabetes,"University of Massachusetts, Worcester",OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,CHILD,Worcester,United States,Failed,Metformin,10,1,2,2011,12,4,2011
Insulin Fiasp vs. Insulin Novorapid During Pregnancy and Laction in Women With Pre-existing Diabetes,"Rigshospitalet, Denmark",OTHER,Diabetes Mellitus,INTERVENTIONAL,FEMALE,ADULT,Copenhagen,Denmark,Passed,Faster-acting Aspart insulin Fiasp,18,11,11,2019,10,12,2018
G-Pen Compared to Glucagen Hypokit for Severe Hypoglycemia Rescue in Adults With Type 1 Diabetes,Xeris Pharmaceuticals,INDUSTRY,Insulin Hypoglycemia,INTERVENTIONAL,ALL,ADULT,Walnut Creek,United States,Failed,G-Pen,18,27,9,2018,13,11,2018
Beneficial Effects of a Polyphenol Enriched Beverage on Type 2 Diabetes Prevention and on Cardiovascular Risk Profile of Men and Women With Insulin Resistance.,Laval University,OTHER,Diabetes,INTERVENTIONAL,ALL,ADULT,Quebec,Canada,Passed,Uncontrolled nutritional intervention with a supplemental beverage,40,1,3,2012,11,1,2013
A Study to Assess Safety of Canagliflozin and Metformin Hydrochloride Combination Given as a Supplement to Diet and Exercise to Improve Blood Sugar Level in Indian Adult Participants With Diabetes,Johnson & Johnson Private Limited,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Bengaluru,India,Failed,Canagliflozin + Metformin hydrochloride (Fixed Dose Combination),18,25,11,2020,28,2,2020
Telmisartan Fixed Dose Combination vs Amlodipine in Hypertensive Patients With Type 2 Diabetes Mellitus,Boehringer Ingelheim,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Long Beach,United States,Failed,Telmisartan 80,18,1,2,2009,8,4,2009
STAR Study Investigating Performance and Safety of the Medical Device SiPore15™,Sigrid Therapeutics AB,INDUSTRY,PreDiabetes,INTERVENTIONAL,ALL,ADULT,Kuopio,Finland,Passed,SiPore15™,18,28,1,2019,30,1,2019
"A 52-week International, Multicenter Trial With a Long -Term Extension to Evaluate Saxagliptin With Dapagliflozin in Combination With Metformin Compared to Glimepiride in Combination With Metformin in Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone",AstraZeneca,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Saxagliptin,18,14,8,2015,17,4,2015
Propofol Cardioprotection for Type II Diabetics,University of British Columbia,OTHER,Myocardial Injury,INTERVENTIONAL,ALL,ADULT,Vancouver,Canada,Passed,Propofol,19,1,4,2005,14,8,2008
Macro- and Microvascular Response to Cocoa Flavanols in Healthy and Type 2 Diabetes,University of Surrey,OTHER,"Microangiopathy, Diabetic",INTERVENTIONAL,ALL,ADULT,Guildford,United Kingdom,Passed,Cocoa flavanol,20,17,5,2021,8,7,2022
Effectiveness of Trivalent Influenza Vaccine (TIV) in Type 2 Diabetes Mellitus (T2DM) Patients With and Without Complications of Chronic Kidney Disease (CKD),Universitas Padjadjaran,OTHER,Influenza,INTERVENTIONAL,ALL,ADULT,Bandung,Indonesia,Passed,Trivalent Influenza Vaccine,40,5,1,2021,9,2,2024
The Role of Aldosterone in Circulatory Disorders Within Type 2 Diabetes,University of Southern Denmark,OTHER,Endothelial Dysfunction,INTERVENTIONAL,ALL,ADULT,Odense,Denmark,Passed,Eplerenone,40,1,12,2016,11,1,2017
"The Effect on Metabolism, Food Intake and Preferences of a Knockout Gene Variant Involved in Carbohydrate Metabolism",Steno Diabetes Center Copenhagen,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Maniitsoq,Greenland,Passed,Cross-over study,18,8,1,2022,17,5,2022
Resistance Training in Patients With Diabetic Neuropathy,Danish Pain Research Center,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Aarhus,Denmark,Passed,12-week resistance training,30,10,8,2017,17,8,2017
Effects of a Health Intervention on Fear of Hypoglycemia : a Pilot Study,Yangzhou University,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Yangzhou,China,Passed,Based on BCW Theory of Health Education,18,1,8,2021,9,1,2024
Effects of Exercise Intervention and Confounding Factors on Type II Diabetic Muscles,National Taiwan University Hospital,OTHER,Diabetes and Healthy Control,INTERVENTIONAL,ALL,ADULT,Taipei,Taiwan,Passed,supervised aerobic exercise or home-based aerobic exercise,30,15,8,2019,11,3,2019
Low Dose β-carotene Supplementation Diminishes Oxidative Stress in Type 2 Diabetics and Healthy Individuals,Instituto Venezolano de Investigaciones Cientificas,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Barquisimeto,Venezuela,Passed,Betacarotene,18,1,1,2010,22,11,2011
Dose-finding Study of Colchicine in Type 2 Diabetic Patients With Coronary Artery Disease,University of the Ryukyus,OTHER,Colchicine,INTERVENTIONAL,ALL,ADULT,Hiroshima,Japan,Passed,Colchicine 0.5 mg,20,15,6,2017,18,12,2017
Imagine to Remember: Improving Medication Adherence in Pre- and Type 2 Diabetes,State University of New York at Buffalo,OTHER,Medication Adherence,INTERVENTIONAL,ALL,ADULT,Buffalo,United States,Failed,Episodic Future Thinking,18,1,9,2019,8,11,2019
Phase III Insulin Add-On Asia Regional Program - ST,AstraZeneca,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Beijing,China,Failed,Dapagliflozin,18,31,3,2014,26,3,2014
"Ectopic Fat in Singaporean Women - the Culprit Leading to Gestational Diabetes, Metabolic Syndrome, and Type 2 Diabetes (TANGO Study)","Institute for Human Development and Potential (IHDP), Singapore",OTHER,Non-Alcoholic Fatty Liver Disease,INTERVENTIONAL,FEMALE,ADULT,Singapore,Singapore,Passed,Lifestyle Advice,21,20,8,2021,28,2,2022
Pharmacist-led Medication Review With Follow-up on Primary Care Cardiovascular Older Adult Patients.,Pontificia Universidad Catolica de Chile,OTHER,Cardiovascular Diseases,INTERVENTIONAL,ALL,OLDER_ADULT,Santiago,Chile,Passed,Medication review with follow-up,65,5,1,2018,18,4,2018
Efficacy and Safety of Evoglitin in Patients With Type 2 Diabetes and Non-alcoholic Fatty Liver Diseases,"Dong-A ST Co., Ltd.",INDUSTRY,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Changwon,"Korea, Republic of",Passed,Evogliptin,19,12,4,2019,10,4,2019
G-Pen™ Compared to Lilly Glucagon for Hypoglycemia Rescue in Adults With Type 1 Diabetes,Xeris Pharmaceuticals,INDUSTRY,Insulin Hypoglycemia,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Failed,G-Pen,18,23,1,2018,20,2,2018
Aliskiren and Valsartan vs Valsartan Alone in Patients With Stage II Systolic Hypertension and Type II Diabetes Mellitus,Novartis,INDUSTRY,Hypertension,INTERVENTIONAL,ALL,ADULT,Newark,United States,Failed,Aliskiren,18,1,5,2009,25,6,2009
Prevention of Instent Renarrowing With Aggressive Glucose Lowering With Pioglitazone in Diabetic Patients,Queen Elizabeth II Health Sciences Centre,OTHER,Coronary Artery Disease,INTERVENTIONAL,ALL,ADULT,Halifax,Canada,Passed,pioglitazone,30,1,8,2002,8,1,2009
Family Diabetes Prevention Program Pilot Study,Johns Hopkins University,OTHER,PreDiabetes,INTERVENTIONAL,ALL,CHILD,Baltimore,United States,Passed,National Diabetes Prevention Program Lifestyle Intervention (DPP),5,8,7,2022,3,5,2022
Relation Between Plasma Apelin Level and Diabetic Nephropathy in Type 2 Diabetes Patients.,Cairo University,OTHER,Diabetic Nephropathies,OBSERVATIONAL,ALL,ADULT,Cairo,Egypt,Passed,plasma Apelin level,20,30,11,2019,8,5,2020
Morbidity in Newly Diagnosed type2 Diabetes in Adults,University of Algiers,OTHER,Type2 Diabetes Mellitus,OBSERVATIONAL,ALL,ADULT,Ain - Taya,Algeria,Failed,no specific treatment,40,1,1,2009,5,12,2013
Evaluate the Immunogenicity of a Novel Glucagon Formulation,Eli Lilly and Company,INDUSTRY,Drug-specific Antibodies,INTERVENTIONAL,ALL,ADULT,Laval,Canada,Failed,Nasal Glucagon (NG),18,1,9,2013,10,10,2013
Efficacy and Safety of Dapagliflozin for the Hospital Management of Patients With Type 2 Diabetes,"Medanta, The Medicity, India",OTHER,Type2diabetes,INTERVENTIONAL,ALL,ADULT,Gurgaon,India,Passed,Dapagliflozin,30,29,7,2022,14,7,2022
Examining the Effect of Different Diuretics on Fluid Retention in Diabetics Treated With Rosiglitazone.,GlaxoSmithKline,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Brussel,Belgium,Passed,Rosiglitazone,35,1,10,2002,24,3,2006
POST-CABGDM: Empagliflozin in Perioperative CABG,University of Sao Paulo General Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Sao Paulo,Brazil,Passed,Empagliflozin 25 MG,18,22,9,2020,21,8,2020
Liraglutide Effects on Epicardial Fat Inflammatory Genes,University of Miami,OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Miami,United States,Passed,Liraglutide Pen Injector [Victoza],18,1,9,2018,24,8,2017
Encourage Healthy Families,Indiana University,OTHER,Gestational Diabetes Mellitus,INTERVENTIONAL,ALL,CHILD,Indianapolis,United States,Passed,Diabetes Prevention Program (DPP),8,1,12,2012,4,4,2013
A Research Study Looking at New Protein-based Tablets in Healthy Male Participants,Novo Nordisk A/S,INDUSTRY,Healthy Volunteers,INTERVENTIONAL,MALE,ADULT,Montreal,Canada,Passed,Semaglutide D,18,3,11,2021,22,11,2021
Comparison Between Enlite and Flash Glucose Monitoring,Jessa Hospital,OTHER,Type1 Diabetes Mellitus,OBSERVATIONAL,ALL,CHILD,Hasselt,Belgium,Passed,Enlite sensor communicating with Minimed 640G pump,5,5,7,2017,15,8,2017
Effects of Metformin Therapy on Pancreatic and Hepatic Fat Content in Patients of Type 2 Diabetes Mellitus,"Diabetes Foundation, India",OTHER,Type2diabetes,INTERVENTIONAL,ALL,ADULT,New Delhi,India,Passed,Metformin,30,1,5,2022,11,7,2023
"Insulin Sensitivity, Irisin and Adipokines as Outcome Parameters in Patients Undergoing Cardiac Surgery","University Hospital, Basel, Switzerland",OTHER,Insulin Resistance,OBSERVATIONAL,ALL,ADULT,Basel,Switzerland,Passed,Cardiac surgery,18,1,5,2013,7,10,2014
Sodium-glucose Cotransporter 2 (SGLT2) Inhibitors and Risk of Cardiovascular Events,"Canadian Network for Observational Drug Effect Studies, CNODES",OTHER,Type2 Diabetes,OBSERVATIONAL,ALL,ADULT,Montreal,Canada,Passed,Sodium-glucose cotransporter 2 (SGLT2) inhibitors,18,1,10,2018,7,5,2019
Comparison of a Plant Protein Diet to a Animal Protein Diet Emphasized in Type 2 Diabetics,German Institute of Human Nutrition,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Potsdam-Rehbruecke,Germany,Passed,High animal protein diet group,18,1,9,2013,31,3,2015
Assessment of Antioxidant Therapy on Oxidative Stress Biomarkers in Type 2 Diabetic Patients With Neuropathy,Khyber Medical University Peshawar,OTHER,Peripheral Diabetic Neuropathy,INTERVENTIONAL,ALL,ADULT,Peshawar,Pakistan,Passed,"Resveratrol, Alpha lipoic acid, Super oxide dismutase",40,9,1,2023,14,11,2023
Effect of Empagliflozin on Liver Fat Content in Patients With Type 2 Diabetes,"Medanta, The Medicity, India",OTHER,Non Alcoholic Fatty Liver Disease,INTERVENTIONAL,ALL,ADULT,Gurgaon,India,Passed,Empagliflozin,40,1,3,2016,19,2,2016
Behavioral Economics Applications to Geriatrics Leveraging EHRs R33 Trial,Northwestern University,OTHER,Prostate Specific Antigen Screening,INTERVENTIONAL,ALL,ADULT,Chicago,United States,Failed,EHR clinical decision support nudges,18,1,9,2020,28,2,2020
Survey of Patient and Physician Awareness and Values to the Diagnosis and Treatment of Reduced Kidney Function (Chronic Kidney Disease) in Patients With High Blood Sugar Level (Type 2 Diabetes) (AWARE-CKD in T2D),Bayer,INDUSTRY,"Renal Insufficiency, Chronic",OBSERVATIONAL,ALL,ADULT,Multiple Locations,Canada,Passed,No intervention,18,16,9,2020,4,8,2020
Mitochondrial Effects of C18:0 Supplementation in Humans,University Hospital Heidelberg,OTHER,Alteration of Mitochondrial Membrane,INTERVENTIONAL,ALL,ADULT,Heidelberg,Germany,Passed,C18:0,18,1,11,2016,8,11,2016
"Vitamin D, Insulin Resistance, and Cardiovascular Disease",Washington University School of Medicine,OTHER,Vitamin D Deficiency,INTERVENTIONAL,ALL,ADULT,Saint Louis,United States,Failed,Vitamin D3,25,1,5,2006,18,8,2008
Efficacy and Safety of Finerenone in Subjects With Type 2 Diabetes Mellitus and the Clinical Diagnosis of Diabetic Kidney Disease,Bayer,INDUSTRY,Diabetic Kidney Disease,INTERVENTIONAL,ALL,ADULT,Birmingham,United States,Failed,Finerenone (BAY94-8862),18,17,9,2015,9,9,2015
Effect of Self-Foot Massage on Diabetic Individuals,Aksaray University,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Aksaray,Turkey,Passed,Self-foot massage,18,1,8,2021,28,5,2021
A Study to Assess CT-868 and the Relationship Between Insulin Secretory Response and Ambient Blood Glucose.,"Carmot Therapeutics, Inc.",INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Chula Vista,United States,Passed,CT-868 as SC Injection,18,12,7,2021,22,7,2021
Growth Hormone Treatment in Men With High Risk of Developing Type 2 Diabetes Mellitus,Göteborg University,OTHER,Abdominal Obesity,INTERVENTIONAL,MALE,ADULT,Gothenburg,Sweden,Passed,recombinant human growth hormone,40,1,1,1999,29,10,2008
Efficacy and Safety of DLBS3233 in Prediabetic Patients,Dexa Medica Group,INDUSTRY,Prediabetic,INTERVENTIONAL,ALL,ADULT,Padang,Indonesia,Passed,DLBS3233,18,1,11,2011,13,2,2012
The Effect of LY333531 on Protein in the Urine in Patients With Type 2 Diabetes,"Chromaderm, Inc.",INDUSTRY,Diabetic Nephropathy,INTERVENTIONAL,ALL,ADULT,La Jolla,United States,Passed,LY333531,30,16,7,2002,21,8,2002
"Study of Impact of Behavioral Intervention- Exercise, Nutrition, Education- on Body Mass Index (BMI)","Steward St. Elizabeth's Medical Center of Boston, Inc.",OTHER,Obesity,INTERVENTIONAL,ALL,CHILD,Boston,United States,Failed,Behavioral education program,10,1,8,2005,19,8,2005
Influence of Prior Walking on Postprandial Metabolism in Centrally Obese Men,Loughborough University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,MALE,ADULT,Loughborough,United Kingdom,Passed,Exercise,18,3,1,2019,16,5,2019
The Effect of Whey Protein and Dietary Fibers on Risk Markers of the Metabolic Syndrome and Bone Health,Aarhus University Hospital,OTHER,Abdominal Obesity,INTERVENTIONAL,ALL,ADULT,Aarhus,Denmark,Passed,Whey protein powder,40,1,5,2016,13,10,2016
A Feasibility Study to Assess Critical Aspects of Fluorescence Affinity Sensor (FAS) Performance and Safety Over Several Hours,"BioTex, Inc.",INDUSTRY,Diabetes,INTERVENTIONAL,ALL,ADULT,Houston,United States,Passed,Subcutaneous glucose monitoring device,18,1,11,2009,10,2,2010
Influence of Prior Walking on Postprandial Metabolism and Endothelial Function.,Loughborough University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,FEMALE,ADULT,Loughborough,United Kingdom,Passed,Exercise,18,1,10,2017,19,10,2018
Efficacy and Safety of Lodenafil Carbonate in the Treatment of Erectile Dysfunction in Patients With Diabetes.,Cristália Produtos Químicos Farmacêuticos Ltda.,INDUSTRY,Erectile Dysfunction,INTERVENTIONAL,MALE,ADULT,São Paulo,Brazil,Passed,lodenafil carbonate,18,1,1,2009,12,8,2010
Understanding and Appraising the New Medicine Service in England,University of Nottingham,OTHER,Asthma,INTERVENTIONAL,ALL,CHILD,Nottingham,United Kingdom,Passed,New Medicine Service,14,1,8,2012,9,7,2012
A Couples-based Approach for Increasing Physical Activity Among Adults With Type 2 Diabetes,"University of Colorado, Denver",OTHER,Collaborative Implementation Intentions,INTERVENTIONAL,ALL,ADULT,Denver,United States,Passed,Collaborative implementation Intentions,21,1,10,2015,19,10,2015
Adverse Metabolic Effects of Dietary Sugar,"University of California, Davis",OTHER,Chronic Disease of Cardiovascular System,INTERVENTIONAL,ALL,ADULT,Davis,United States,Passed,high fructose corn syrup,18,1,2,2016,14,9,2015
Diabetes Footcare Companion App for Patients and Carers,Nanyang Technological University,OTHER,Diabetes Mellitus Foot Ulcer,OBSERVATIONAL,ALL,ADULT,Singapore,Singapore,Passed,Conversational Agent/Chatbot App,21,23,6,2023,3,10,2022
Evaluation of Glucose Control in Patients With Diabetes,Abbott Nutrition,INDUSTRY,Glycemic Control,INTERVENTIONAL,ALL,ADULT,Scottsdale,United States,Passed,Usual Diet Group,30,6,2,2017,18,1,2020
PilAm Go4Health Weight Loss Program to Prevent Heart Disease,"University of California, San Francisco",OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,San Francisco,United States,Failed,PilAm Go4Health Weight-loss Program,18,1,11,2014,13,11,2014
Video Training to Reduce Insulin Administration Errors,Goztepe Prof Dr Suleyman Yalcın City Hospital,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,ADULT,Kadıköy,Turkey,Passed,Video group,18,25,12,2019,21,12,2022
Effect of Ertugliflozin on Cardiac Function in Diabetes,Soo Lim,OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,ADULT,Seongnam-si,"Korea, Republic of",Passed,Ertugliflozin,20,1,6,2019,24,10,2018
Effect of Liraglutide on Body Weight in Overweight or Obese Subjects With Type 2 Diabetes: SCALE™ - Diabetes,Novo Nordisk A/S,INDUSTRY,Metabolism and Nutrition Disorder,INTERVENTIONAL,ALL,ADULT,Vestavia Hills,United States,Failed,liraglutide,18,1,6,2011,7,1,2011
Pathophysiological Implications of the Incretin Hormones in Patients With Liver Disease With and Without Diabetes,"University Hospital, Gentofte, Copenhagen",OTHER,Non Alcoholic Fatty Liver Disease,OBSERVATIONAL,ALL,ADULT,Hellerup,Denmark,Passed,OGTT,18,1,12,2011,14,12,2011
Demonstrate Exubera Works As Well As Avandia When Added To Sulfonylurea + Metformin In Controlling Glucose,Pfizer,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,ADULT,Mesa,United States,Passed,Inhaled insulin,18,1,1,2003,8,9,2005
Salusin-alpha - a New Factor in the Pathogenesis of Lipid Abnormalities in Hemodialysis Patients,Poznan University of Medical Sciences,OTHER,Renal Failure Chronic Requiring Hemodialysis,INTERVENTIONAL,ALL,ADULT,Nowy Tomyśl,Poland,Passed,Atorvastatin,18,1,10,2011,7,10,2011
Immunogenicity and Safety Study of GlaxoSmithKline (GSK) Biologicals' Engerix™-B in Adults With or Without Type 2 Diabetes Mellitus,GlaxoSmithKline,INDUSTRY,Hepatitis B,INTERVENTIONAL,ALL,ADULT,Huntsville,United States,Failed,Engerix™-B vaccine,20,24,7,2012,25,6,2012
