protocolSection_identificationModule_nctId,protocolSection_identificationModule_briefTitle,protocolSection_statusModule_overallStatus,protocolSection_statusModule_startDateStruct_date,protocolSection_statusModule_studyFirstPostDateStruct_date,protocolSection_sponsorCollaboratorsModule_leadSponsor_name,protocolSection_sponsorCollaboratorsModule_leadSponsor_class,protocolSection_conditionsModule_conditions_0,protocolSection_designModule_studyType,protocolSection_eligibilityModule_sex,protocolSection_eligibilityModule_minimumAge,protocolSection_eligibilityModule_stdAges_0,protocolSection_contactsLocationsModule_locations_0_city,protocolSection_contactsLocationsModule_locations_0_country,hasResults,protocolSection_armsInterventionsModule_interventions_0_name
NCT01839448,Abnormal Post-partum Glucose Metabolism After Gestational Diabetes Diagnosed Before or After 24 Weeks of Gestation,COMPLETED,2014-03-27,2013-04-24,Centre Hospitalier Universitaire de Nīmes,OTHER,Gestational Diabetes,OBSERVATIONAL,FEMALE,18 Years,ADULT,Arles Cedex,France,False,Post-partum oral glucose tolerance test
NCT02862067,SGLT2 Inhibition in Diabetes and Heart Failure,COMPLETED,2016-07,2016-08-10,Virginia Commonwealth University,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,Richmond,United States,False,Assessment of cardiorespiratory fitness
NCT03445702,Metformin Gastrointestinal Intolerance: Measurement of Mitochondrial Complex I,COMPLETED,2018-10-15,2018-02-26,St. Louis University,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,40 Years,ADULT,Saint Louis,United States,False,Metformin
NCT00810589,"A Randomised, Single Centre, Double-Blind, Two-Period Crossover, Glucose Clamp Trial",COMPLETED,2008-11,2008-12-18,Medical University of Graz,OTHER,"Diabetes, Type I",INTERVENTIONAL,ALL,18 Years,ADULT,Graz,Austria,False,Levemir
NCT03033433,DCB-DM101 in Healthy Volunteers and for Type 2 Diabetes Mellitus Patients,COMPLETED,2016-10,2017-01-26,"VitNovo, Inc.",INDUSTRY,Type2 Diabetes,INTERVENTIONAL,ALL,20 Years,ADULT,Taipei,Taiwan,False,DCB-DM101
NCT00707616,Common Genetic Variation and Type 2 Diabetes,COMPLETED,2006-03,2008-07-01,Mayo Clinic,OTHER,Pre-diabetes,OBSERVATIONAL,ALL,35 Years,ADULT,Rochester,United States,False,Oral glucose tolerance test
NCT03903965,Comparison of Retinal Perfusion Between Diabetic and Non-diabetic Patients With OCT Angiography After Cataract Surgery.,COMPLETED,2018-09-01,2019-04-04,Peking University Third Hospital,OTHER,Diabetes Mellitus Type 2,OBSERVATIONAL,ALL,50 Years,ADULT,Beijing,China,False,
NCT02893891,Metabolic Changes After Bariatric Surgery,COMPLETED,2012-03,2016-09-09,University Hospital Ostrava,OTHER,Grade III Obesity,INTERVENTIONAL,ALL,20 Years,ADULT,Ostrava,Czechia,False,Laparoscopic sleeve gastrectomy
NCT03708419,Personalized Glucose Optimization Through Nutritional Intervention,COMPLETED,2018-06-04,2018-10-17,Maastricht University Medical Center,OTHER,Obesity,INTERVENTIONAL,ALL,40 Years,ADULT,Maastricht,Netherlands,False,Optimal diet
NCT04109508,A Research Study Comparing Active Drug in the Blood in Healthy Participants Following Dosing of the Current and a New Formulation (C) Semaglutide Tablets,COMPLETED,2019-10-02,2019-09-30,Novo Nordisk A/S,INDUSTRY,Healthy Volunteers,INTERVENTIONAL,ALL,18 Years,ADULT,Berlin,Germany,False,Oral semaglutide
NCT04097600,A Research Study Comparing Active Drug in the Blood in Healthy Participants Following Dosing of the Current and a New Formulation (D) Semaglutide Tablets,COMPLETED,2019-09-30,2019-09-20,Novo Nordisk A/S,INDUSTRY,Healthy Volunteers,INTERVENTIONAL,ALL,18 Years,ADULT,Berlin,Germany,False,Oral semaglutide
NCT01296100,"DEMOJUAN- DEMOnstration Area for Primary Prevention of Type 2 Diabetes, JUAN Mina and Barranquilla, Colombia",COMPLETED,2011-02,2011-02-15,Centro de Investigacion Sanitaria,NETWORK,Type 2 Diabetes,INTERVENTIONAL,ALL,34 Years,ADULT,Barranquilla,Colombia,False,Lifestyle intervention (nutrition)
NCT03361878,Pharmacokinetics of Metformin Intolerance,COMPLETED,2014-05-04,2017-12-05,NHS Tayside,OTHER_GOV,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,,,False,Metformin Hydrochloride
NCT00754143,Phase 1 Study of FG-3019 in Subjects With Type 1 or Type 2 Diabetes Mellitus and Diabetic Nephropathy,COMPLETED,2008-03,2008-09-17,FibroGen,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Birmingham,United States,False,FG-3019
NCT00286429,Efficacy and Safety Study of Alogliptin and Insulin in the Treatment of Type 2 Diabetes.,COMPLETED,2006-02,2006-02-03,Takeda,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Phoenix,United States,True,Alogliptin and insulin
NCT02001532,Arterial Stiffness and Complication Risk in Type 2 Diabetes,COMPLETED,2014-05,2013-12-05,Aarhus University Hospital,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,Aarhus,Denmark,False,
NCT01542450,Pharmacokinetics of Insulin Detemir in Subjects With Type 1 Diabetes,COMPLETED,2002-08,2012-03-02,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,20 Years,ADULT,Tokyo,Japan,False,insulin detemir
NCT05439473,Evaluation of the Efficacy and Safety of Curalin as Add-On Therapy in Adults With Type 2 Diabetes Mellitus,COMPLETED,2021-08-03,2022-06-30,CuraLife,INDUSTRY,Type2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Tel Aviv,Israel,False,Curalin
NCT01821508,Clinical Study on Metabolic Surgery Compared to the Best Clinical Treatment in Patients With Type 2 Diabetes Mellitus,COMPLETED,2013-04-18,2013-04-01,Hospital Alemão Oswaldo Cruz,OTHER,Complications of Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,São Paulo,Brazil,False,Clinical Treatment
NCT03252964,Continuous Glucose Monitors to Regulate Glucose Levels in Type 2 Diabetics,COMPLETED,2017-07-28,2017-08-17,"Savvysherpa, Inc.",INDUSTRY,Type2 Diabetes,INTERVENTIONAL,ALL,65 Years,OLDER_ADULT,Las Vegas,United States,True,Continuous Glucose Monitor (CGM)
NCT01785043,Differences in Endothelial Function Amongst Sitagliptin and Liraglutide Users,COMPLETED,2013-03,2013-02-06,Anna Cruceta,OTHER,DIABETES Mellitus Type 2 Not Well Controlled,INTERVENTIONAL,ALL,45 Years,ADULT,Barcelona,Spain,False,Liraglutide
NCT01610778,Effects of 5-Aminolevulinic Acid on Glucose Metabolism,COMPLETED,2012-05,2012-06-04,Hiroshima University,OTHER,Type 2 Diabetes on Medication,INTERVENTIONAL,ALL,35 Years,ADULT,Hiroshima,Japan,False,Placebo
NCT00707460,The Effect of a Traditional Dietary Intervention on Diabetes Mellitus and Cardiovascular Disease Risk Factors in a First Nation Community: A Pilot Study,COMPLETED,2008-05,2008-06-30,University of Toronto,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Sandy Lake,Canada,False,Dietary Intervention (Macronutrient composition)
NCT03283774,Multifactorial Control of Type 2 Diabetes and Treatment Intensity in Primary Care,COMPLETED,2015-01,2017-09-14,Fundacio d'Investigacio en Atencio Primaria Jordi Gol i Gurina,OTHER,Diabetes Mellitus,OBSERVATIONAL,ALL,31 Years,ADULT,Barcelona,Spain,False,current clinical practice
NCT04495972,Intestinimonas for Prevention of Type 2 Diabetes Mellitus,COMPLETED,2021-01-15,2020-08-03,Caelus Pharmaceuticals BV,INDUSTRY,PreDiabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Vercelli,Italy,False,Intestinimonas-capsules
NCT04051008,CTSI Pilot: Improving Adherence to Diabetic Diet,COMPLETED,2019-10-14,2019-08-09,State University of New York at Buffalo,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Buffalo,United States,True,Online - use of online grocery shopping platform
NCT03064906,Insulet Artificial Pancreas Evaluating Meal Performance and Moderate Exercise (IDE2),COMPLETED,2017-03-18,2017-02-27,Insulet Corporation,INDUSTRY,Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Palo Alto,United States,False,Insulet AP (artificial pancreas) System
NCT02408705,Investigating the Effect of Liraglutide on the Endogenous Glucose Production During in Tye 1 Diabetes Subjects,COMPLETED,2015-01,2015-04-03,Medical University of Graz,OTHER,Type 1 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Graz,Austria,False,Liraglutide
NCT02079805,A Study to Explore the Effects of Azilsartan Compared to Telmisartan on Insulin Resistance of Patients With Essential Hypertension on Type 2 Diabetes Mellitus by HOMA-R,COMPLETED,2014-06,2014-03-06,Takeda,INDUSTRY,Essential Hypertension Complicated by Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,20 Years,ADULT,Kyoto-Shi,Japan,True,Azilsartan
NCT00855439,Evaluation of Exenatide in Patients With Diabetic Neuropathy,COMPLETED,2008-06,2009-03-04,University of Michigan,OTHER,Type 2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Ann Arbor,United States,True,Exenatide
NCT03103867,"QUality of Control and slEep in Children With diabeteS, Using New Technology",COMPLETED,2017-02-23,2017-04-06,Centre Hospitalier du Luxembourg,OTHER,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,6 Years,CHILD,Luxembourg,Luxembourg,False,"CGM augmented pump with PLGS ,"
NCT02536859,Comparing Pharmacodynamic and Pharmacokinetic Properties of Insulin Degludec and Insulin Glargine 300 U/mL at Steady-state Conditions in Subjects With Type 1 Diabetes Mellitus,COMPLETED,2015-08-31,2015-09-01,Novo Nordisk A/S,INDUSTRY,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Neuss,Germany,False,insulin degludec
NCT02174562,Improving Medication Adherence in Older African Americans With Diabetes,COMPLETED,2014-07,2014-06-25,Thomas Jefferson University,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,60 Years,ADULT,Philadelphia,United States,True,Primary Care-Occupational Therapy
NCT00609856,Pioglitazone vs. Insulin Glargine in the Treatment of Secondary Drug Failure in Type 2 Diabetes,COMPLETED,2004-04,2008-02-07,Skane University Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Malmö,Sweden,False,pioglitazone
NCT01213784,"Optimized Glycemic Control in Heart Failure Patients With DM2:""Effect on Left Ventricular Function and Skeletal Muscle""",COMPLETED,2010-09,2010-10-04,University of Aarhus,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Aarhus,Denmark,False,all antidiabetic drugs will be appliable
NCT04012983,Possible Role of Gingival Crevicular Fluid Levels of Chemerin and Fibroblast Growth Factor 21 as Biomarkers of Periodontal Disease in Diabetic and Non-diabetic Patients,COMPLETED,2018-03-01,2019-07-09,Cairo University,OTHER,Periodontal Disease (Diagnosis),OBSERVATIONAL,ALL,35 Years,ADULT,Cairo,Egypt,False,gingival crevicular fluid level
NCT03150199,A Psychological-behavioral Intervention for Physical Activity in Type 2 Diabetes,COMPLETED,2017-07-25,2017-05-12,Massachusetts General Hospital,OTHER,Type2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Boston,United States,True,Positive Psychology + Motivational Interviewing
NCT01194245,Safety/Efficacy Study of Subcutaneously Injected Prandial Insulins Compared to Insulin Lispro Alone in Participants With Type 1 Diabetes Mellitus,COMPLETED,2010-08,2010-09-02,Halozyme Therapeutics,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,18 Years,ADULT,Escondido,United States,True,Insulin lispro
NCT05013008,"An add-on Study to the FIGARO-DKD Study Called FIGARO-BM to Learn About the Link Between Biomarkers (Substances in the Blood Used as Indicators of Biological Processes, Disease Processes or Responses to Medication) and Finerenone in FIGARO-DKD Participants",COMPLETED,2021-08-18,2021-08-19,Bayer,INDUSTRY,Chronic Kidney Disease,INTERVENTIONAL,ALL,18 Years,ADULT,Northridge,United States,True,"Finerenone (Kerendia, BAY94-8862)"
NCT04605900,Impact of Therapeutic Footwear and Plantar Orthoses on Diabetic Neuropathic Foot in Quality of Life and Functionality,COMPLETED,2017-03-13,2020-10-28,Universidade do Algarve,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,40 Years,ADULT,Faro,Portugal,False,Orthopedic Footwear
NCT04468152,Advanced Glycation End Products Are Associated With Diabetic Macular Edema,COMPLETED,2018-07-07,2020-07-13,Hacettepe University,OTHER,Diabetic Macular Edema,INTERVENTIONAL,ALL,18 Years,ADULT,Ankara,Turkey,False,Dietary habits and intake
NCT01390610,Continuous Glucose Monitoring Self-Monitored Blood Glucose Type 2 Therapy Matrix Definition,COMPLETED,2011-06,2011-07-11,HealthPartners Institute,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,Minneapolis,United States,False,
NCT01480895,Prevention of Diabetes Mellitus Type 2 in Women Post Gestational Diabetes Mellitus Diagnosis,COMPLETED,2007-03,2011-11-29,Soroka University Medical Center,OTHER,Gestational Diabetes Mellitus,INTERVENTIONAL,FEMALE,18 Years,ADULT,,,False,Lifestyle instruction for Jews and Bedouin GDM women.
NCT03576300,Comparison of Ocular Surface Features in Patients With Diabetes and Dry Eye Syndrome,COMPLETED,2018-02-01,2018-07-03,Peking University Third Hospital,OTHER,Dry Eye Syndrome,OBSERVATIONAL,ALL,50 Years,ADULT,Beijing,China,False,
NCT02034266,The Effect of Omega-3 Supplementation on Nerve Structure and Function in Type 1 Diabetes,COMPLETED,2014-01,2014-01-13,Eduardo Ng,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Toronto,Canada,False,Omega-3 supplementation
NCT00797823,Sensor-Augmented Insulin Delivery: Insulin Plus Glucagon Versus Insulin Alone,COMPLETED,2008-11,2008-11-25,Legacy Health System,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,21 Years,ADULT,Portland,United States,True,"Insulin, Asp(B28)-"
NCT01617824,Rapid Effects Linagliptin on Monocyte Polarization and Endothelial Progenitor Cells in Type 2 Diabetes,COMPLETED,2012-09,2012-06-12,University of Padova,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,35 Years,ADULT,Padova,Italy,False,Linagliptin
NCT00916513,Quality of Life and Treatment Satisfaction of People With Type 2 Diabetes: A European Survey,COMPLETED,2009-05,2009-06-09,AstraZeneca,INDUSTRY,Diabetes,OBSERVATIONAL,ALL,40 Years,ADULT,Antibes,France,False,
NCT04618354,"Comparing the Clinical Characteristics of Male LADA, T1DM and T2DM Patients",COMPLETED,2019-01-01,2020-11-05,Shanghai 10th People's Hospital,OTHER,Diabetes,OBSERVATIONAL,MALE,30 Years,ADULT,Shanghai,China,False,No interventions
NCT05436041,Nutri Diet Goal Setting Software Pilot Trial,COMPLETED,2022-06-14,2022-06-28,University of Texas at Austin,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Austin,United States,False,Collaborative Diet Goal Setting Clinical Decision Support
NCT02794506,Propolis Improves Glycemic Control in Subjects With Type 2 Diabetes and Chronic Periodontitis,COMPLETED,2014-06,2016-06-09,Mohamed Anees,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,38 Years,ADULT,Mansoura,Egypt,False,Propolis
NCT01688778,Telemedicine as a Means to Achieving Good Diabetes Control Among Patients With Type 2 Diabetes,COMPLETED,2012-06,2012-09-20,Bispebjerg Hospital,OTHER,Type 2 Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Copenhagen,Denmark,False,Telemedicine
NCT00639964,Exploration of the Lipid Metabolism During the Diabetic Pregnancies,COMPLETED,2008-01,2008-03-20,"University Hospital, Lille",OTHER,Pregnancy,INTERVENTIONAL,FEMALE,18 Years,ADULT,Lille,France,False,blood tests
NCT02199769,Reducing Type 2 Diabetes Diagnostic Delays Using Decision Support,COMPLETED,2014-07-01,2014-07-24,University of Texas Southwestern Medical Center,OTHER,Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Dallas,United States,False,Clinical Decision Support
NCT05257460,Closing the Loop in Adults With Type 1 Diabetes Under Free Living Conditions (AP@Home04_Phase 4),COMPLETED,2022-01-25,2022-02-25,University of Cambridge,OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Cambridge,United Kingdom,False,Hybrid closed-loop using ultra-rapid insulin lispro
NCT01766778,Early add-on Vildagliptin in Patients With Type 2 Diabetes Inadequately Controlled by Metformin,COMPLETED,2013-05-13,2013-01-11,Novartis Pharmaceuticals,INDUSTRY,Type-2 Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Hong Kong SAR,Hong Kong,True,LAF237 (vildagliptin)
NCT00883558,Safety Study of Subcutaneously-Injected Prandial INSULIN-PH20 NP Compared to Insulin Lispro Injection in Participants With Type 1 Diabetes Mellitus,COMPLETED,2009-05,2009-04-17,Halozyme Therapeutics,INDUSTRY,"Diabetes Mellitus, Type 1",INTERVENTIONAL,ALL,18 Years,ADULT,Aurora,United States,True,Insulin Lispro
NCT01973400,Neuroprotection by Tocotrienols in Type 1 and Type 2 Diabetes Mellitus,COMPLETED,2011-06,2013-10-31,Universiti Sains Malaysia,OTHER,Diabetic Neuropathy,INTERVENTIONAL,ALL,20 Years,ADULT,Seberang Jaya,Malaysia,False,Tocotrienol
NCT03916601,"Comparison of Exposure and Activity of SAR341402 Mix 70/30 to NovoLog Mix 70/30, NovoMix 30 and SAR341402 Rapid-acting Solution in Patients With Type 1 Diabetes Mellitus",COMPLETED,2017-12-13,2019-04-16,Sanofi,INDUSTRY,Type 1 Diabetes,INTERVENTIONAL,ALL,18 Years,ADULT,Neuss,Germany,False,SAR341402
NCT02219646,Diabetes & Vardenafil,COMPLETED,2010-03,2014-08-19,Azienda USL Modena,OTHER,Type 2 Diabetes Mellitus (T2DM),INTERVENTIONAL,MALE,40 Years,ADULT,Modena,Italy,False,Vardenafil
NCT01606904,The Effect of CBT- Based Weight Loss Program on Obesity,COMPLETED,2012-05,2012-05-28,University of Oulu,OTHER,Obesity,INTERVENTIONAL,ALL,20 Years,ADULT,Oulu,Finland,False,Cognitive behavioral therapy -based weight loss program
NCT04622371,Physical Therapy for Diabetes Mellitus,COMPLETED,2020-01-10,2020-11-10,Cairo University,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,35 Years,ADULT,Cairo,Egypt,False,Moderate exercises
NCT01784289,"Adipocyte, Insulin-resistance and Immunity : Evaluation of Interleukin-7 in Lipodystrophy, Diabetes and Obesity",COMPLETED,2010-06,2013-02-05,"University Hospital, Lille",OTHER,Lipodystrophy,OBSERVATIONAL,ALL,18 Years,ADULT,Amiens,France,False,
NCT01102673,Single Dose Study of PF-04991532 in Healthy Subjects,COMPLETED,2010-04,2010-04-13,Pfizer,INDUSTRY,Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,New Haven,United States,False,PF-04991532
NCT05174078,Food as Medicine: A Quasi-Randomized Control Trial of Healthy Foods for Chronic Disease Management,COMPLETED,2022-02-01,2021-12-30,Cleveland Clinic Akron General,OTHER,Obesity,INTERVENTIONAL,ALL,18 Years,ADULT,Akron,United States,False,Medically-tailored meals
NCT00441844,Monocyte Function and Inflammation in Type 1 Diabetes and Its Modulation,COMPLETED,2002-10,2007-03-01,"University of California, Davis",OTHER,Type 1 Diabetes,INTERVENTIONAL,ALL,20 Years,ADULT,Sacramento,United States,False,Simvastatin
NCT02513277,Diabetes Screening & Prevention for People With Learning (Intellectual) Disabilities:STOP Diabetes Study,COMPLETED,2013-02,2015-07-31,University of Leicester,OTHER,"Diabetes Mellitus, Type 2",OBSERVATIONAL,ALL,18 Years,ADULT,Leicester,United Kingdom,False,
NCT00929838,Telephone Delivered Behavioral Skills Intervention for Blacks With T2DM,COMPLETED,2008-08,2009-06-30,State University of New York at Buffalo,OTHER,"Diabetes Mellitus, Type 2",INTERVENTIONAL,ALL,18 Years,ADULT,Charleston,United States,True,Diabetes Knowledge/Information
NCT04040595,The Genetics of Adipose Tissue Function and Its Link to Type 2 Diabetes and Heart Disease,COMPLETED,2019-03-07,2019-07-31,Royal Devon and Exeter NHS Foundation Trust,OTHER,Diabetes Mellitus,INTERVENTIONAL,ALL,18 Years,ADULT,Exeter,United Kingdom,False,Abdominal fat biopsy
NCT06249399,The Effect of Aerobic Exercise on Lower Urinary System Symptoms in Women With Diabetes Mellitus,COMPLETED,2023-05-03,2024-02-08,Gaziantep Islam Science and Technology University,OTHER,Lower Urinary Tract Symptoms,INTERVENTIONAL,FEMALE,35 Years,ADULT,Gaziantep,Turkey,False,Aerobic Exercise
NCT02131701,PPP-Botnia Exercise Intervention Study,COMPLETED,2006-10,2014-05-06,Folkhälsan Researech Center,OTHER,Family History of Type 2 Diabetes,INTERVENTIONAL,ALL,30 Years,ADULT,Helsinki,Finland,False,Physical activity
NCT03329651,The Interaction Between Metformin and Acute Exercise,COMPLETED,2017-11-10,2017-11-06,Kristian Karstoft,OTHER,Impaired Glucose Tolerance,INTERVENTIONAL,ALL,18 Years,ADULT,Copenhagen,Denmark,False,Metformin treatment
NCT03316690,The Interaction Between Metformin and Physical Training,COMPLETED,2017-10-20,2017-10-20,Kristian Karstoft,OTHER,Impaired Glucose Tolerance,INTERVENTIONAL,ALL,18 Years,ADULT,Copenhagen,Denmark,False,Metformin treatment
NCT00720889,Glucose Metabolism and Sleep in People With Family History of Type 2 Diabetes.,COMPLETED,2008-07,2008-07-23,University of Chicago,OTHER,Sleep,OBSERVATIONAL,ALL,21 Years,ADULT,Chicago,United States,False,
NCT03118739,Intensive Uric Acid Lowering With Verinurad and Febuxostat in Patients With Albuminuria,COMPLETED,2017-05-18,2017-04-18,AstraZeneca,INDUSTRY,Hyperuricemia,INTERVENTIONAL,ALL,18 Years,ADULT,Canyon Country,United States,True,Verinurad 9 mg+Febuxostat 80 mg
